id,latitude,longitude
1,10.99801513,-74.8074948
2,10.91720225,-74.79548172
3,10.91700694,-74.79665105
4,10.9152632,-74.79735234
5,10.43616834,-75.53039754
6,11.24332687,-74.2078904
