id,building_latitude,building_longitude,image_found,image_id,sequence_id,captured_at,is_pano,compass_angle,computed_compass_angle,camera_type,preview_latitude,preview_longitude,building_to_preview_distance_m,camera_original_latitude,camera_original_longitude,camera_computed_latitude,camera_computed_longitude,building_to_camera_distance_m,image_path,orthophoto_paths,building_crop_paths,side_of_building_from_camera_direction,side_cross_value,azimuth_preview_to_building,azimuth_building_to_preview,error
1,40.642873,-8.658059,True,962994436651520,3f6sWNupTZB8wqxzGEe7ib,1778590532147,True,51.152612157995975,,,40.64297683677171,-8.658143877983093,13.586706274729362,,,,,,mapillary_building_results\images\1_962994436651520.jpg,mapillary_building_results\orthophotos\1_962994436651520_ortho_y180_p0.jpg,mapillary_building_results\building_crops\1_962994436651520_crop_base_yaw0_p0.jpg,right,-13.484319552431305,148.19100913810792,328.19106442235,
2,40.642925,-8.657921,True,957024477225052,3f6sWNupTZB8wqxzGEe7ib,1778590508331,True,235.0961316092924,,,40.64282216029153,-8.657795190811157,15.602594640458639,,,,,,mapillary_building_results\images\2_957024477225052.jpg,mapillary_building_results\orthophotos\2_957024477225052_ortho_y180_p0.jpg,mapillary_building_results\building_crops\2_957024477225052_crop_base_yaw0_p0.jpg,right,-15.452057475630967,317.1307121740305,137.13063022974427,
