id,latitude,longitude,country,city,material,llrs,code_level,n_stories,occupancy,block_position,epoch_construction,roof_shape,roof_material,image_quality,taxonomy,image filename or link
1.0,38.70108733348184,-9.20400349081912,Portugal,Lisbon,CR,LFM,CDM,3.0,RES,BP2,Select Epoch of Construction,RSH1,RMN,,CR/LFM/CDM/H:3/BP2/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70108733,-9.20400349&heading=334.90461712373497&pitch=5&fov=120"
2.0,38.695850822936215,-9.217359531249553,Portugal,Lisbon,MUR,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MUR/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69585082,-9.21735953&heading=170.85758478688405&pitch=5&fov=120"
5.0,38.70022449109836,-9.220065804436544,Portugal,Lisbon,MR,LWAL,CDL,3.0,RES,BP2,Select Epoch of Construction,RSH3,RMT1,,MR/LWAL/CDL/H:3/BP2/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70022449,-9.2200658&heading=32.011325933409466&pitch=5&fov=120"
9.0,38.70446486396804,-9.202483128805303,Portugal,Lisbon,MUR,LWAL,CDN,1.0,RES,BP2,Select Epoch of Construction,RSH1,RMN,,MUR/LWAL/CDN/H:1/BP2/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70446486,-9.20248313&heading=328.94915257036155&pitch=5&fov=120"
10.0,38.70018102956806,-9.203855985982404,Portugal,Lisbon,MUR,LWAL,CDL,2.0,RES,BPD,Select Epoch of Construction,RSH2,RMT1,,MUR/LWAL/CDL/H:2/BPD/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70018103,-9.20385599&heading=62.98080371621347&pitch=5&fov=120"
11.0,38.69802038415644,-9.217282822333544,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP1,Select Epoch of Construction,RSH3,RMT1,,MCF/LWAL/CDL/H:2/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69802038,-9.21728282&heading=96.35156670524225&pitch=5&fov=120"
12.0,38.696971067505295,-9.218222111659712,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69697107,-9.21822211&heading=96.18695743905926&pitch=5&fov=120"
13.0,38.69678183143055,-9.217493005215248,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69678183,-9.21749301&heading=90.52225418086334&pitch=5&fov=120"
14.0,38.69730575137777,-9.194598456590583,Portugal,Lisbon,CR,LFM,CDL,3.0,MIX(RES;COM),BP2,Select Epoch of Construction,RSH1,RMN,,CR/LFM/CDL/H:3/BP2/RSH1+RMN/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69730575,-9.19459846&heading=153.21894299346445&pitch=5&fov=120"
15.0,38.69711406545196,-9.201848555594196,Portugal,Lisbon,CR,LFM,CDL,4.0,MIX(RES;COM),BP1,Select Epoch of Construction,RSH1,RMN,,CR/LFM/CDL/H:4/BP1/RSH1+RMN/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69711407,-9.20184856&heading=151.68601023298294&pitch=5&fov=120"
16.0,38.69956694712085,-9.222920698955186,Portugal,Lisbon,MCF,LWAL,CDM,2.0,RES,BP1,Select Epoch of Construction,RSH3,RMT1,,MCF/LWAL/CDM/H:2/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69956695,-9.2229207&heading=302.5966113449633&pitch=5&fov=120"
17.0,38.699750252979854,-9.203481202076448,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69975025,-9.2034812&heading=260.14023177888066&pitch=5&fov=120"
18.0,38.70022802838023,-9.199722536225114,Portugal,Lisbon,CR,LFINF,CDL,4.0,EDU,BP1,Select Epoch of Construction,RSH2,RMT1,,CR/LFINF/CDL/H:4/BP1/RSH2+RMT1/EDU,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70022803,-9.19972254&heading=56.89493333456454&pitch=5&fov=120"
19.0,38.700236680146034,-9.20223180121008,Portugal,Lisbon,MUR,LWAL,CDN,1.0,COM,BPD,Select Epoch of Construction,RSH3,RMT1,,MUR/LWAL/CDN/H:1/BPD/RSH3+RMT1/COM,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70023668,-9.2022318&heading=150&pitch=5&fov=120"
20.0,38.69448237944838,-9.21357223457414,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69448238,-9.21357223&heading=149.09848740950804&pitch=5&fov=120"
22.0,38.70278350242106,-9.218653182187891,Portugal,Lisbon,CR,LFM,CDM,2.0,RES,BPD,Select Epoch of Construction,RSH3,RMT1,,CR/LFM/CDM/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7027835,-9.21865318&heading=121.02598080047153&pitch=5&fov=120"
23.0,38.70308849999999,-9.2163602,Portugal,Lisbon,CR,LFM,CDM,3.0,RES,BPD,Select Epoch of Construction,RSH3,RMT1,,CR/LFM/CDM/H:3/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7030885,-9.2163602&heading=206.01406544707316&pitch=5&fov=120"
24.0,38.69726854688537,-9.2104726381583,Portugal,Lisbon,CR,LFM,CDH,2.0,RES,BPD,Select Epoch of Construction,RSH1,RMN,,CR/LFM/CDH/H:2/BPD/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69726855,-9.21047264&heading=307.3724428345927&pitch=5&fov=120"
25.0,38.7023202,-9.205058899999996,Portugal,Lisbon,MUR,LWAL,CDN,1.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MUR/LWAL/CDN/H:1/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7023202,-9.2050589&heading=156.1975105957905&pitch=5&fov=120"
26.0,38.70255142900255,-9.202734449736202,Portugal,Lisbon,CR,LFM,CDL,4.0,MIX(RES;COM),BP1,Select Epoch of Construction,RSH1,RMN,,CR/LFM/CDL/H:4/BP1/RSH1+RMN/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70255143,-9.20273445&heading=153.8117516136855&pitch=5&fov=120"
27.0,38.69998608620813,-9.221066441738596,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP1,Select Epoch of Construction,RSH3,RMT1,,MCF/LWAL/CDL/H:2/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69998609,-9.22106644&heading=213.5181407556713&pitch=5&fov=120"
28.0,38.7023166514245,-9.203498103464137,Portugal,Lisbon,MCF,LWAL,CDM,3.0,RES,BP1,Select Epoch of Construction,RSH1,RMN,,MCF/LWAL/CDM/H:3/BP1/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70231665,-9.2034981&heading=174.20288944066442&pitch=5&fov=120"
29.0,38.69672739313155,-9.217399183322412,Portugal,Lisbon,MUR,LWAL,CDL,1.0,RES,BP1,Select Epoch of Construction,RSH2,RMT1,,MUR/LWAL/CDL/H:1/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69672739,-9.21739918&heading=269.37849443940064&pitch=5&fov=120"
30.0,38.69462958184965,-9.21658993659638,Portugal,Lisbon,MUR,LWAL,CDN,2.0,RES,BP1,Select Epoch of Construction,RSH3,RMT1,,MUR/LWAL/CDN/H:2/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69462958,-9.21658994&heading=239.6965234482887&pitch=5&fov=120"
32.0,38.69786890612866,-9.213069434294937,Portugal,Lisbon,MCF,LWAL,CDN,2.0,GOV,BPD,Select Epoch of Construction,RSH3,RMT1,,MCF/LWAL/CDN/H:2/BPD/RSH3+RMT1/GOV,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69786891,-9.21306943&heading=145.80314962641728&pitch=5&fov=120"
33.0,38.700341348342256,-9.205241770417414,Portugal,Lisbon,MUR,LWAL,CDL,2.0,RES,BP1,Select Epoch of Construction,RSH3,RMT1,,MUR/LWAL/CDL/H:2/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70034135,-9.20524177&heading=301.32676554061885&pitch=5&fov=120"
35.0,38.69664369836077,-9.21716558239932,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6966437,-9.21716558&heading=85.76211526578629&pitch=5&fov=120"
36.0,38.69499760228475,-9.218651070665311,Portugal,Lisbon,CR,LFINF,CDL,1.0,COM,BP1,Select Epoch of Construction,RSH2,RMT6,,CR/LFINF/CDL/H:1/BP1/RSH2+RMT6/COM,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6949976,-9.21865107&heading=16.135192171151118&pitch=5&fov=120"
38.0,38.69935553322399,-9.204686184841064,Portugal,Lisbon,MUR,LWAL,CDN,1.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MUR/LWAL/CDN/H:1/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69935553,-9.20468618&heading=122.0849357452413&pitch=5&fov=120"
39.0,38.69782351591746,-9.201793083731582,Portugal,Lisbon,MCF,LWAL,CDL,3.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:3/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69782352,-9.20179308&heading=42.10751299286244&pitch=5&fov=120"
40.0,38.69714480584669,-9.203243904438327,Portugal,Lisbon,CR,LFM,CDL,2.0,COM,BP2,Select Epoch of Construction,RSH2,RMT1,,CR/LFM/CDL/H:2/BP2/RSH2+RMT1/COM,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69714481,-9.2032439&heading=67.50057856966839&pitch=5&fov=120"
41.0,38.697006116977306,-9.217991948692406,Portugal,Lisbon,CR,LFM,CDM,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,CR/LFM/CDM/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69700612,-9.21799195&heading=272.7869554726753&pitch=5&fov=120"
42.0,38.700589,-9.22492685,Portugal,Lisbon,CR,LFINF,CDL,4.0,RES,BPD,Select Epoch of Construction,RSH1,RMN,,CR/LFINF/CDL/H:4/BPD/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.700589,-9.22492685&heading=302.9470706236541&pitch=5&fov=120"
43.0,38.70215447019559,-9.203567023283192,Portugal,Lisbon,CR,LFM,CDL,4.0,MIX(RES;COM),BP2,Select Epoch of Construction,RSH3,RMT1,,CR/LFM/CDL/H:4/BP2/RSH3+RMT1/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70215447,-9.20356702&heading=44.10614514211977&pitch=5&fov=120"
44.0,38.70492861551282,-9.20260071395759,Portugal,Lisbon,MCF,LWAL,CDL,3.0,RES,BP1,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:3/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70492862,-9.20260071&heading=239.3256199548889&pitch=5&fov=120"
46.0,38.701037098121255,-9.20572867037196,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP1,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7010371,-9.20572867&heading=318.0777335855515&pitch=5&fov=120"
49.0,38.69492600567238,-9.213237962713071,Portugal,Lisbon,MCF,LWAL,CDL,3.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:3/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69492601,-9.21323796&heading=53.584551240010796&pitch=5&fov=120"
52.0,38.70114569705875,-9.20502932134388,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BPD,Select Epoch of Construction,RSH3,RMT1,,MCF/LWAL/CDL/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7011457,-9.20502932&heading=318.2687434792016&pitch=5&fov=120"
53.0,38.70197070154632,-9.205186780360808,Portugal,Lisbon,MUR,LWAL,CDL,1.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MUR/LWAL/CDL/H:1/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7019707,-9.20518678&heading=319.68704542392345&pitch=5&fov=120"
54.0,38.6993693,-9.2126602,Portugal,Lisbon,CR,LFM,CDL,3.0,EDU,BPD,Select Epoch of Construction,RSH3,RMT1,,CR/LFM/CDL/H:3/BPD/RSH3+RMT1/EDU,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6993693,-9.2126602&heading=137.2048634788381&pitch=5&fov=120"
55.0,38.69794894533022,-9.192761131603728,Portugal,Lisbon,CR,LFINF,CDL,4.0,MIX(RES;COM),BP1,Select Epoch of Construction,RSH2,RMT1,,CR/LFINF/CDL/H:4/BP1/RSH2+RMT1/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69794895,-9.19276113&heading=225.17351541016808&pitch=5&fov=120"
56.0,38.69695062143491,-9.216211555010556,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP1,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69695062,-9.21621156&heading=83.6521022906827&pitch=5&fov=120"
58.0,38.69985953881687,-9.203862280032803,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BPD,Select Epoch of Construction,RSH3,RMT1,,MCF/LWAL/CDL/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69985954,-9.20386228&heading=60.82985460865888&pitch=5&fov=120"
59.0,38.70035029237256,-9.21851711709863,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BPD,Select Epoch of Construction,RSH3,RMT1,,MCF/LWAL/CDL/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70035029,-9.21851712&heading=211.26403632559038&pitch=5&fov=120"
60.0,38.69741660224516,-9.193217209196504,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP1,Select Epoch of Construction,RSH3,RMT1,,MCF/LWAL/CDL/H:2/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6974166,-9.19321721&heading=230.217265067913&pitch=5&fov=120"
62.0,38.6981497563305,-9.192836121035691,Portugal,Lisbon,MUR,LWAL,CDN,1.0,RES,BP1,Select Epoch of Construction,RSH2,RMT1,,MUR/LWAL/CDN/H:1/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69814976,-9.19283612&heading=186.19637539446558&pitch=5&fov=120"
64.0,38.69954505,-9.21730195,Portugal,Lisbon,CR,LFM,CDM,2.0,RES,BPD,Select Epoch of Construction,RSH3,RMT1,,CR/LFM/CDM/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69954505,-9.21730195&heading=283.787582285436&pitch=5&fov=120"
65.0,38.69582576704259,-9.213491723386632,Portugal,Lisbon,CR,LFINF,CDL,3.0,RES,BP2,Select Epoch of Construction,RSH1,RMN,,CR/LFINF/CDL/H:3/BP2/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69582577,-9.21349172&heading=39.06850446664566&pitch=5&fov=120"
66.0,38.69721034871607,-9.194823509936198,Portugal,Lisbon,CR,LFM,CDM,3.0,COM,BPD,Select Epoch of Construction,RSH2,RMT1,,CR/LFM/CDM/H:3/BPD/RSH2+RMT1/COM,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69721035,-9.19482351&heading=65.9997946492607&pitch=5&fov=120"
68.0,38.69580386433265,-9.222555681076246,Portugal,Lisbon,CR,LFM,CDL,3.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,CR/LFM/CDL/H:3/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69580386,-9.22255568&heading=181.9193409017014&pitch=5&fov=120"
69.0,38.69879286916908,-9.192071818202551,Portugal,Lisbon,CR,LFM,CDL,3.0,RES,BP3,Select Epoch of Construction,RSH1,RMN,,CR/LFM/CDL/H:3/BP3/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69879287,-9.19207182&heading=209.7987140209475&pitch=5&fov=120"
70.0,38.69743943404753,-9.217019517105948,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69743943,-9.21701952&heading=90.32627664476485&pitch=5&fov=120"
73.0,38.69983427254752,-9.219431527665485,Portugal,Lisbon,MUR,LWAL,CDN,2.0,RES,BPD,Select Epoch of Construction,RSH1,RMN,,MUR/LWAL/CDN/H:2/BPD/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69983427,-9.21943153&heading=302.4787773133165&pitch=5&fov=120"
74.0,38.69958558692864,-9.215576307627114,Portugal,Lisbon,CR,LFM,CDM,2.0,RES,BPD,Select Epoch of Construction,RSH3,RMT1,,CR/LFM/CDM/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69958559,-9.21557631&heading=350.607985092018&pitch=5&fov=120"
75.0,38.69944291207787,-9.219659679009071,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69944291,-9.21965968&heading=296.16165803689034&pitch=5&fov=120"
76.0,38.70349381294763,-9.204058214542702,Portugal,Lisbon,MCF,LWAL,CDN,1.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDN/H:1/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70349381,-9.20405821&heading=93.03709521240575&pitch=5&fov=120"
77.0,38.7047555986117,-9.202684802151158,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7047556,-9.2026848&heading=310.6127075858444&pitch=5&fov=120"
78.0,38.69471913333333,-9.218922789267014,Portugal,Lisbon,CR,LFM,CDM,3.0,RES,BPD,Select Epoch of Construction,RSH1,RMN,,CR/LFM/CDM/H:3/BPD/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69471913,-9.21892279&heading=1.6750908854401132&pitch=5&fov=120"
79.0,38.69630168058337,-9.216156622125707,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69630168,-9.21615662&heading=80.27298872810638&pitch=5&fov=120"
80.0,38.69779885265357,-9.216961453272477,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69779885,-9.21696145&heading=270.3263129499336&pitch=5&fov=120"
81.0,38.699630146364576,-9.204681819642785,Portugal,Lisbon,CR,LFINF,CDM,2.0,RES,BPD,Select Epoch of Construction,RSH3,RMT1,,CR/LFINF/CDM/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69963015,-9.20468182&heading=303.58273557248367&pitch=5&fov=120"
82.0,38.70068229855864,-9.220307520281814,Portugal,Lisbon,CR,LFINF,CDM,2.0,RES,BPD,Select Epoch of Construction,RSH3,RMT1,,CR/LFINF/CDM/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7006823,-9.22030752&heading=301.72877609602097&pitch=5&fov=120"
83.0,38.69799976943134,-9.2166055360905,Portugal,Lisbon,MCF,LWAL,CDL,3.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:3/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69799977,-9.21660554&heading=359.20867977319983&pitch=5&fov=120"
84.0,38.70051044818657,-9.20485002176484,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP1,Select Epoch of Construction,RSH3,RMT1,,MCF/LWAL/CDL/H:2/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70051045,-9.20485002&heading=314.78326437093745&pitch=5&fov=120"
85.0,38.69804028987396,-9.217649542929887,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69804029,-9.21764954&heading=99.44946409405577&pitch=5&fov=120"
87.0,38.69876883132579,-9.22037051224439,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69876883,-9.22037051&heading=295.26421298868286&pitch=5&fov=120"
88.0,38.69724170326404,-9.194198475933808,Portugal,Lisbon,CR,LFM,CDL,2.0,COM,BP2,Select Epoch of Construction,RSH3,RMT6,,CR/LFM/CDL/H:2/BP2/RSH3+RMT6/COM,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6972417,-9.19419848&heading=60.09757351687881&pitch=5&fov=120"
89.0,38.69734174898132,-9.2163584974634,Portugal,Lisbon,CR,LFM,CDL,2.0,RES,BP1,Select Epoch of Construction,RSH2,RMT1,,CR/LFM/CDL/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69734175,-9.2163585&heading=85.41018875841752&pitch=5&fov=120"
90.0,38.7021565,-9.205230050000004,Portugal,Lisbon,MUR,LWAL,CDN,1.0,RES,BP1,Select Epoch of Construction,RSH2,RMT1,,MUR/LWAL/CDN/H:1/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7021565,-9.20523005&heading=318.1386634157002&pitch=5&fov=120"
92.0,38.69488564329895,-9.22322131673676,Portugal,Lisbon,CR,LFM,CDH,1.0,COM,BPD,Select Epoch of Construction,RSH1,RMN,,CR/LFM/CDH/H:1/BPD/RSH1+RMN/COM,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69488564,-9.22322132&heading=186.25497691825888&pitch=5&fov=120"
94.0,38.70405537944945,-9.203044645843628,Portugal,Lisbon,CR,LFINF,CDL,3.0,RES,BP2,Select Epoch of Construction,RSH1,RMN,,CR/LFINF/CDL/H:3/BP2/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70405538,-9.20304465&heading=67.74431376235032&pitch=5&fov=120"
95.0,38.6973208488523,-9.21836127310081,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69732085,-9.21836127&heading=97.86842467783686&pitch=5&fov=120"
99.0,38.69986936731408,-9.215533946029971,Portugal,Lisbon,CR,LFM,CDM,2.0,RES,BPD,Select Epoch of Construction,RSH3,RMT1,,CR/LFM/CDM/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69986937,-9.21553395&heading=182.7432728130384&pitch=5&fov=120"
100.0,38.69827305416188,-9.215644219086538,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP1,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69827305,-9.21564422&heading=173.03944335369744&pitch=5&fov=120"
101.0,38.69762959742722,-9.216859782326132,Portugal,Lisbon,MCF,LWAL,CDL,2.0,RES,BP2,Select Epoch of Construction,RSH2,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6976296,-9.21685978&heading=90.32637651805612&pitch=5&fov=120"
102.0,38.69591229185109,-9.220351917682692,Portugal,Lisbon,MUR,LWAL,CDN,1.0,RES,BP1,Select Epoch of Construction,RSH3,RMT1,,MUR/LWAL/CDN/H:1/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69591229,-9.22035192&heading=202.74232602207383&pitch=5&fov=120"
103.0,38.69661988443405,-9.216216564640469,Portugal,Lisbon,CR,LFINF,CDL,2.0,RES,BP1,Select Epoch of Construction,RSH3,RMT1,,CR/LFINF/CDL/H:2/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69661988,-9.21621656&heading=260.27295125485637&pitch=5&fov=120"
106.0,38.6950768611074,-9.218845002050118,Portugal,Lisbon,MUR,LWAL,CDL,2.0,RES,BP3,Select Epoch of Construction,RSH2,RMT1,,MUR/LWAL/CDL/H:2/BP3/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69507686,-9.218845&heading=15.626065383068749&pitch=5&fov=120"
