id,latitude,longitude
568006ed-4e50-4a64-93cf-d1fd8c8721a6,38.701087333481844,-9.20400349081912
0292504b-05a5-4212-9beb-856f56161a0e,38.695850822936215,-9.217359531249551
6600ac7d-456d-47b9-9f44-0c5d9949a002,38.69992013263461,-9.209315523207216
c7ade6f2-f4e0-40cc-8a70-eb5c7bf071f8,38.69931408611263,-9.215036956672206
279fea14-2101-4e6d-896d-fde058dfb37e,38.70022449109836,-9.220065804436544
84d5ca98-8c46-48ad-b12e-99dbec857ccb,38.704730000000005,-9.220177900000001
ce64e932-e675-4f32-a92c-8160c77dcfb6,38.70116316116378,-9.206827738299665
fd05988b-05a4-477b-9da2-1e800cfb2d68,38.698511858200014,-9.201578706823737
69273dd7-9483-4bdc-b5af-9dd3d80489fc,38.704464863968035,-9.202483128805303
cd3f525f-689f-45a7-8f53-a120ffd9ee78,38.70018102956806,-9.203855985982404
7aedc45f-aa44-4784-81fe-26dd5a69c7d9,38.69802038415644,-9.217282822333543
7d178a7e-37a2-47cb-859f-7fa8611bed5f,38.696971067505295,-9.218222111659712
6d12a225-53e9-45a3-ad91-ebaa606f63dc,38.69678183143055,-9.217493005215248
d150deb8-8670-4c89-aa0c-11406d4ea20d,38.69730575137777,-9.194598456590585
11e2099a-eb1e-49ab-9cbc-daf786d6689a,38.697114065451956,-9.201848555594195
05617c02-a7b1-4fe3-8825-fa88a461a8e2,38.69956694712085,-9.222920698955186
9e446e4b-879a-4c26-aa8e-2b62dadf7ce1,38.699750252979854,-9.203481202076448
afe76852-b4f8-4d4c-b6f8-aec85608707f,38.70022802838023,-9.199722536225114
99abcc37-b11f-40a6-a89f-9f5768234abb,38.700236680146034,-9.20223180121008
372c2a49-2f56-410f-b639-ff4ec93be038,38.69448237944838,-9.213572234574139
0d36a968-6c56-4f3a-b1f0-f111d66b5e10,38.701145620099915,-9.22176332863178
c3961c86-58ac-4fa7-8cac-a1b4adfa2901,38.70278350242106,-9.218653182187893
0094b437-a438-43ff-8c68-bd9ccfda8647,38.70308849999999,-9.2163602
da7d23b6-59ba-4c4e-a35a-7895ccc59010,38.69726854688537,-9.210472638158299
6d34bca9-b13e-496d-b9fe-c9dca4da5d82,38.702320199999996,-9.205058899999997
b959afa1-7d9a-4624-8e74-2791567e5b9d,38.70255142900255,-9.202734449736202
2ae9c7ed-f224-4335-8d34-d5657099beb7,38.69998608620813,-9.221066441738595
3083eb76-188f-4e05-97b9-e693893386bc,38.7023166514245,-9.203498103464135
5c69ace7-d24b-4a40-a880-c93153cae5e5,38.69672739313155,-9.217399183322412
fe787f9b-65cd-4f41-bdd8-aeaea887c0c1,38.694629581849654,-9.21658993659638
34c8d896-b13a-469d-8d1b-c5dfd1f9a504,38.69703530322479,-9.198693427836561
0e8e8696-93bc-48f5-9787-959703b17ba1,38.69786890612866,-9.213069434294935
2e158ec9-42da-4ce1-9fee-b1d36f95862b,38.700341348342256,-9.205241770417414
b45ada41-9dc9-4dc0-a087-2fae00e031b8,38.705100258509695,-9.204209479977656
917d9095-7a96-456c-9c7e-14d656be2ce2,38.69664369836077,-9.21716558239932
aaad3adc-35fd-4879-a933-e488e7b8791d,38.69499760228475,-9.218651070665313
f281ef39-5500-4fcd-b32b-845524c094ef,38.698366042306205,-9.214661727486478
c359cf5f-52ed-45f2-96f9-f28074c6db5f,38.69935553322399,-9.204686184841064
a6cb03a5-8d1b-469b-9f94-fb10826cc825,38.69782351591746,-9.201793083731582
34b03e6b-705d-4df1-95b6-1c8345089f8d,38.69714480584669,-9.203243904438327
a61cecff-7738-481b-9158-96a6d87b594b,38.697006116977306,-9.217991948692406
23e3357b-66d6-4882-a106-282ee9795154,38.700589,-9.22492685
5f88e634-646f-455a-a14f-e978291305d5,38.70215447019559,-9.203567023283192
f9ddf066-c48d-4899-bf4e-e44dd3d914d8,38.70492861551282,-9.20260071395759
25b7ac7e-059f-40e8-b85c-a0c9bb27c783,38.69676581856951,-9.216596407748918
01feb31d-4c67-4279-8c43-44354ac905a5,38.701037098121255,-9.205728670371961
18545bea-87c6-446d-befc-36f1169de642,38.69978146236226,-9.207579351714566
44145d80-d9f4-45e6-b77a-1235a0dea58d,38.69360489035517,-9.205695088118347
7d5b9a86-99d0-46ec-92cb-0e64674b48b7,38.69492600567238,-9.213237962713071
09d6ed15-e032-4975-b03c-b4c340bba679,38.698364628872646,-9.200101168970296
7a440b36-15e5-4342-ae88-5e01114ba97b,38.69498415514412,-9.211180779906226
96295b7a-f213-42d1-b01d-38e66de037ff,38.70114569705875,-9.20502932134388
ce6cf89e-fbb2-484f-8e2b-d5ff284b7ee2,38.70197070154632,-9.205186780360807
0aa497c7-bc6c-4a18-b7cc-21d6a96eaa13,38.6993693,-9.2126602
b05b7f25-0d9e-4c2b-a0cf-32db4b2efb5d,38.69794894533022,-9.192761131603728
0217ef85-1c0c-404e-8962-f5c0b402d0bc,38.69695062143491,-9.216211555010556
00dd4390-ddf7-4ace-a08b-b40ff79f2dca,38.693382730933806,-9.210654657981232
a517537a-c461-4037-9733-6158af9d8dab,38.69985953881687,-9.203862280032805
6ea4a86a-850b-41b6-a05d-25560ed75381,38.700350292372555,-9.21851711709863
410fa1a3-8b11-47d0-875d-7472ba47f0a8,38.697416602245156,-9.193217209196503
b4a0686b-c89d-426b-9446-bcb244852ca7,38.700130999999985,-9.2009036
f823075f-4493-41d6-8aa0-1f7c5657448f,38.6981497563305,-9.192836121035691
63250fa1-f536-4015-97a6-c488b7604c00,38.69890802120347,-9.193894399224002
fb14d4d0-b061-4368-9e04-07adbb7ebe59,38.69954505,-9.217301950000001
704d8806-4119-4e23-b358-75085cebdf44,38.69582576704259,-9.213491723386632
fa4b234a-dda3-4b8c-beb4-9cf2a0a5666e,38.69721034871607,-9.194823509936198
8532017c-f5f7-449c-aa55-4ac5cf6c9769,38.698718199999995,-9.211055199999999
6187bb15-e9d2-48eb-ab21-49df88685e39,38.69580386433265,-9.222555681076246
efec6770-b599-48eb-83af-b482acb6a44e,38.69879286916908,-9.192071818202551
d3f0ddea-8a9f-41e5-97a6-b11c9e4afeda,38.69743943404753,-9.217019517105948
a4d8dc20-7546-4291-b49d-f3ade08cf2f4,38.696663106093396,-9.196906757160248
f68d1146-f236-4eca-8b1c-3b4eeaef4397,38.699890490189915,-9.220212866344609
dfad5a27-21b0-4380-a35f-a9f31b311fcd,38.69983427254752,-9.219431527665485
c8aab20a-6f6f-4f58-b7ef-68ad21c9247a,38.69958558692864,-9.215576307627114
5536ea18-22a7-4562-8e06-0d0435fd69d4,38.69944291207787,-9.219659679009071
14890500-9f37-43a9-8670-7dbc0c1558a9,38.70349381294763,-9.204058214542702
58e93abf-d8bb-4ac1-95e3-2f29075ecc58,38.7047555986117,-9.202684802151158
975737c5-74a2-477a-992f-1d40fcc01817,38.69471913333333,-9.218922789267014
abdf6a4e-e66f-4bba-838e-1b3f86e5071e,38.69630168058337,-9.216156622125709
02d4cfab-e561-4afc-81eb-8c29e1497459,38.69779885265357,-9.216961453272477
151e8118-91fe-4921-81f5-43a887cd1ad3,38.699630146364576,-9.204681819642783
73150779-2b04-4a4c-90d6-214688b723a2,38.70068229855864,-9.220307520281814
d465d7a5-1a76-41e0-8cf6-dbbafb29ff29,38.69799976943134,-9.216605536090501
edbf3daa-1ec8-4bf4-98c7-e443646ef465,38.70051044818657,-9.204850021764841
958d5b7f-6133-491c-9781-0c43d514c634,38.69804028987396,-9.217649542929887
44232a65-5aac-480c-85aa-595e3a746f51,38.70010051518693,-9.20138610580726
d311f873-5dc3-47f1-b9b1-bee0ed0e24d2,38.69876883132579,-9.22037051224439
78891665-a86c-4039-9d02-9771e36d3a3c,38.69724170326404,-9.194198475933808
c98a309b-6547-4292-8001-b1ba9476f072,38.697341748981316,-9.2163584974634
7e48773a-a4f7-436b-8cb1-1ff9e71f1c44,38.702156499999994,-9.205230050000003
d4b00afc-0a46-45d2-8b8a-b4ffa8b366e4,38.69784620223532,-9.224543864579989
007f4b27-48cf-4ed1-a02d-4f2ed25717c4,38.694885643298946,-9.22322131673676
714d3979-e599-4d0e-b566-f1e3583383b0,38.69601891884303,-9.217299745684153
9a1df083-e9c3-4d19-8d69-eb34a4178c32,38.70405537944945,-9.203044645843628
f4d4da87-1c75-425a-938e-16d0d766c17c,38.6973208488523,-9.21836127310081
84bd6cbc-9cc4-4d65-8733-79a59a3a5fe0,38.70099925,-9.220523749999995
83694091-39e9-4edc-91fc-58fa7f29ad70,38.69949621754705,-9.212315840812916
3ca5f9af-bb71-4caa-9f68-60645875f1a9,38.700315149999994,-9.202426949999998
7602cb82-7efa-4c54-bc97-19e429cb44db,38.69986936731408,-9.215533946029971
b24ec128-4c8b-4f48-9c13-8ecf5c88574c,38.69827305416188,-9.215644219086538
295208ba-739e-409d-a5b7-93a8c666febb,38.69762959742722,-9.216859782326132
f7367a72-5a12-4e68-9645-1332be72e6df,38.69591229185109,-9.220351917682692
dd3a8c10-29bb-4fd7-9b57-10d2a618bc06,38.69661988443405,-9.216216564640469
f826ad27-8c94-4c39-ba83-d455b57c8771,38.70058958779688,-9.200481897319428
19dc2e7e-37ad-4b03-9537-7ad533b95c2e,38.69868031607093,-9.217128490956721
b526501d-ec1c-4f40-8bf3-487f45f5d98e,38.695076861107395,-9.218845002050118
4d334f61-f6bd-4f7d-a794-9144789be6f2,38.69448287823842,-9.202011852509001
72a3b50e-7673-4678-9802-6091f5025560,38.697188266764684,-9.214949816311396
04869ed4-ae77-4272-9a26-011d82a6c7ec,38.70163649516271,-9.218563835276576
66a14d8b-3cd7-4302-8e5a-b71f701b64ae,38.69712657849235,-9.20218184438196
feaab0a2-5e00-4292-8d7a-d33c83a78a42,38.69768662119113,-9.211326634236181
6aae6076-6827-4069-a3db-953f9ff255b0,38.69970575,-9.203859799999998
7d211c69-e63b-49c1-8fd5-496da80fe680,38.69897785795023,-9.217431365685602
0a41f43d-22aa-4dfc-bfaa-9d12794c2f3f,38.70013272062569,-9.219625943500716
0a4ce177-c669-4a71-9f2a-b5285166474a,38.69729691211767,-9.194289948526217
94cd741d-f1b0-4c2e-98f5-9c6173f74acf,38.69950829999999,-9.226630750000002
5e62f36f-e1a7-4c44-8bf9-12f361860b5d,38.697650177358625,-9.20266931326056
716299e5-06eb-41de-bb81-a241e7e78690,38.70057744168279,-9.21946673595231
618813f8-99f4-4e63-8815-098ebc9174c8,38.70002972057878,-9.206663190944475
f7a993e6-d8a4-4038-ba27-009c92ad59e8,38.703397708735956,-9.208746496354607
b0ba359b-a914-4082-9360-6949c6e227ae,38.700114855384314,-9.221577092943154
5d5b7e78-3923-469d-a823-0699018444fc,38.703540200000006,-9.205518399999999
ed667908-ad2b-4997-b81c-48ad49ef84a9,38.6971454991113,-9.202368747933873
023bb5cc-40d9-42b2-9451-1fabd9c5d266,38.69707876959824,-9.21965991294678
f5429311-f3b0-4263-bcbd-064b8106eb2a,38.69461595444815,-9.218005635849813
e9c2d4a9-2af8-4e58-a936-f9570ee6df7a,38.69787638016287,-9.203288560195878
ee11402f-c024-43f2-9c67-446689aa9de2,38.69486315,-9.219909599999998
8c1393dc-9761-4800-b71a-ebe78c66b827,38.69793776736472,-9.193447614925148
adcab34e-b687-456f-8357-2d3c8e6a2e72,38.69612490494149,-9.215504424691005
