id,latitude,longitude,country,city,material,llrs,code_level,n_stories,occupancy,block_position,roof_shape,roof_material,taxonomy,image filename or link
5cfc59e6-7d17-45d3-aef3-91e1fa7cb95f,38.70638234,-9.215057069,,,,,,,,,,,,
86df3f22-6db4-4e64-b0d9-782fc872783c,38.70675296,-9.191733176,Portugal,Lisbon,CR,LFM,CDL,5,RES,BP1,RSH1,RMN,,
43a6ca9e-d4db-49fd-9a00-c854b6b7b233,38.71283177,-9.20757255,Portugal,Lisbon,MUR,LWAL,CDN,1,RES,BP1,RSH2,RMT1,,
e34ddcc7-d1d3-4b96-aaa5-4f1e9a2d1f00,38.69946097,-9.212862125,,,,,,,,,,,,
02c30a1b-5285-47d3-8526-860ba22a1ec6,38.7142204,-9.20693866,,,,,,,,,,,,
6883d273-746c-4435-b682-00472eca41be,38.70917981,-9.196160067,Portugal,Lisbon,CR,LFM,CDN,4,COM,BP2,RSH1,RMN,,
c49873fe-9f08-40f6-83b5-3d56056ad578,38.70472998,-9.216182815,,,,,,,,,,,,
1dbc8bc2-7983-4992-8f32-ef836d36865f,38.70387639,-9.213230457,Portugal,Lisbon,S,LFM,CDM,2,RES,BP1,RSH1,RMN,,
b5f51352-a9eb-4092-87bd-a39c07820082,38.70415632,-9.179119483,Portugal,Lisbon,MUR,LWAL,CDN,2,RES,BP1,RSH2,RMT1,,
a89fef34-f501-4b77-94b8-b89ff6cbbec3,38.70096368,-9.193967642,,,,,,,,,,,,
8c0c7718-fce1-4e49-8b3b-4cf0d956bf68,38.70553892,-9.184469301,Portugal,Lisbon,MUR,LWAL,CDN,4,MIX(RES;COM),BP3,RSH1,RMN,,
7082c9e5-79a9-4d7d-bedd-d09031cd6d26,38.70314266,-9.196126193,Portugal,Lisbon,MUR,LWAL,CDL,4,RES,BP1,RSH2,RMT1,,
b08b7699-d028-451b-9e69-1312eba9d1ad,38.71100043,-9.214054655,,,,,,,,,,,,
0f18bc22-b2cb-418a-9b3d-8a8450214145,38.7149205,-9.180329383,Portugal,Lisbon,MCF,LWAL,CDM,3,RES,BP1,RSH2,RMT1,,
528fc268-9460-41a5-a664-646ab8526cdc,38.70867168,-9.193416911,Portugal,Lisbon,CR,LFM,CDM,5,RES,BP2,RSH1,RMN,,
915c0945-0d5f-4dcd-ad34-3a4b6623ef0b,38.69635659,-9.215174067,,,,,,,,,,,,
6187736a-26aa-43ca-90dc-32433842ee51,38.6956505,-9.2264901,,,,,,,,,,,,
64910f31-f520-464f-bfff-cff1e7815fa1,38.70697031,-9.191184272,Portugal,Lisbon,MUR,LWAL,CDL,2,COM,BP2,RSH1,RMN,,
237aaacf-7b83-46d2-b6ec-b126728a170f,38.71734759,-9.211396575,Portugal,Lisbon,MUR,LWAL,CDL,4,RES,BP1,RSH1,RMN,,
dee64b4c-ae64-4bab-b4f0-acacc52dd643,38.7039439,-9.19795345,Portugal,Lisbon,MUR,LWAL,CDL,4,RES,BP2,RSH2,RMT1,,
2f6f292f-0c07-4c0c-bf44-34ca6419bab8,38.7148525,-9.1811105,Portugal,Lisbon,MCF,LWAL,CDN,2,RES,BP2,RSH2,RMT1,,
54ca0cd6-6316-407b-91b4-f2c6b8aaf18d,38.69504498,-9.207249048,Portugal,Lisbon,MCF,LWAL,CDM,1,COM,BP2,RSH1,RMN,,
3b3dba3e-c50f-4567-a701-124571eb99fc,38.7067542,-9.194592144,,,,,,,,,,,,
783affb4-4c7f-447d-8491-fd21587246d0,38.69824127,-9.21998784,Portugal,Lisbon,MUR,LWAL,CDL,3,RES,BP1,RSH2,RMT1,,
774444b4-10f3-4d43-aef4-3a601f99e7a5,38.69769601,-9.198020444,Portugal,Lisbon,MUR,LWAL,CDL,4,RES,BP2,RSH2,RMT1,,
469626fd-4409-4688-8f9c-a0378a9dd739,38.71048356,-9.200028228,Portugal,Lisbon,CR,LFINF,CDM,2,RES,BPD,RSH2,RMT1,,
3862f58c-ff12-44cc-83b8-6fb050386cac,38.7019648,-9.22028175,,,,,,,,,,,,
ce1645fe-782d-4dcb-a4c9-253567b48470,38.70101767,-9.178426816,,,,,,,,,,,,
228860b0-7082-4a42-8cd1-8c2434f8036c,38.70116328,-9.21467187,,,,,,,,,,,,
b9d530d9-5382-4073-847a-5e9a6ae2d36c,38.70528365,-9.1957728,Portugal,Lisbon,CR,LFINF,CDN,06/jul,MIX(RES;COM),BP3,RSH1,RMN,,
e01f19bf-ef6f-4031-9a6a-6d78aadf5b9d,38.70429269,-9.192985173,Portugal,Lisbon,CR,LFM,CDL,4,MIX(RES;COM),BP1,RSH3,RMT1,,
d542f7b1-778f-4054-90b9-c462e5d3ec81,38.69945195,-9.191501105,Portugal,Lisbon,CR,LFM,CDM,4,COM,BP2,RSH1,RMN,,
2a22d7ad-f3f9-407a-a020-100f7a96a450,38.69282745,-9.21351125,,,,,,,,,,,,
54b456bf-bc2f-490e-b3fe-43619f3a6883,38.70608186,-9.17613061,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP2,RSH2,RMT1,,
3da50f11-9f47-41bc-aaae-0c2c711dea87,38.70550362,-9.177238395,Portugal,Lisbon,CR,LFM,CDL,3,RES,BP1,RSH1,RMN,,
5b8e38ce-d495-4d93-8e35-e1e0d5b87bd5,38.70564049,-9.184097428,Portugal,Lisbon,MUR,LWAL,CDN,5,MIX(RES;COM),BP1,RSH1,RMN,,
dc4afab9-10e4-4d74-acf7-89518a9521a8,38.71013107,-9.200946533,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BPD,RSH2,RMT1,,
1edde891-4cb3-48b5-a4db-76bf522b764c,38.71129148,-9.193412566,,,,,,,,,,,,
1d8c3e9b-a80a-40cb-90e1-cf5cb5ac4c05,38.70632927,-9.174801242,Portugal,Lisbon,MUR,LWAL,CDN,3,MIX(RES;COM),BP2,RSH1,RMN,,
eb4643db-5133-4c58-a418-5aa6c8897654,38.71144262,-9.205508581,,,,,,,,,,,,
c6d14307-e917-44b9-accd-389a4a79565f,38.70135505,-9.2156253,,,,,,,,,,,,
c721175e-5829-40f9-93b8-bed4ea4fdcd9,38.70787139,-9.195135881,Portugal,Lisbon,CR,LFM,CDL,5,RES,BP1,RSH1,RMN,,
3e735d34-7840-4493-974b-36050146397d,38.71181514,-9.204872396,Portugal,Lisbon,MUR,LWAL,CDN,1,IND,BP1,RSH2,RMT1,,
1f501524-9152-483a-af45-cca8a5cce9f6,38.71044573,-9.186770058,,,,,,,,,,,,
c7b666de-54d4-4b30-aeea-275753988c92,38.70900112,-9.195963658,Portugal,Lisbon,MUR,LWAL,CDN,2,RES,BP2,RSH2,RMT1,,
7d43c55b-5702-4c02-9bdb-5f298d752895,38.70415771,-9.200141192,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP2,RSH1,RMN,,
d613f193-9a77-4184-9859-6f51c3962f98,38.70919679,-9.196896573,,,,,,,,,,,,
04145396-d8a1-4778-936a-b5d34538137f,38.69869933,-9.191465365,,,,,,,,,,,,
5d5296a5-58ec-4096-9c6c-84e0567f3841,38.71035805,-9.20336595,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP1,RSH1,RMN,,
84ee8fe0-39d7-4f07-b197-7bfe07281e9e,38.7022247,-9.178276282,,,,,,,,,,,,
970d06ab-3afd-4939-88a7-74ffe470cace,38.70930802,-9.203357309,Portugal,Lisbon,MUR,LWAL,CDN,1,RES,BP1,RSH2,RMT1,,
5f7e3005-01f2-4d5b-acd6-1ef8740c8af6,38.70193265,-9.20277875,Portugal,Lisbon,MCF,LWAL,CDL,2,COM,BP1,RSH1,RMN,,
dc1df610-c595-48b7-89d5-19a9c3c8859c,38.70830229,-9.208134085,Portugal,Lisbon,CR,LDUAL,CDH,06/jul,RES,BP1,RSH1,RMN,,
73150779-2b04-4a4c-90d6-214688b723a2,38.7006823,-9.22030752,,,,,,,,,,,,
fc3e5d4d-9ffe-4d26-ae0b-37ea8ab454a9,38.71273268,-9.206728093,,,,,,,,,,,,
a001182f-fd11-4f11-a324-a7688e220693,38.70972809,-9.201271843,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP2,RSH2,RMT1,,
c98a309b-6547-4292-8001-b1ba9476f072,38.69734175,-9.216358497,,,,,,,,,,,,
b505ee3d-6dc4-46aa-8b69-1d93b8375133,38.7040289,-9.196209847,Portugal,Lisbon,MCF,LWAL,CDL,4,RES,BP1,RSH2,RMT1,,
b5b5eeb8-3d12-4fb4-bf7d-088622413564,38.70654577,-9.210836816,Portugal,Lisbon,MCF,LWAL,CDH,2,RES,BP1,RSH1,RMN,,
e70f6988-f7ac-4136-9017-f5c6aeb3705e,38.70090346,-9.203718992,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BPD,RSH2,RMT1,,
1e721233-b58a-4d4b-8e04-3bd39a7b4918,38.69699354,-9.202449484,,,,,,,,,,,,
ec48b6ee-d723-4804-870c-3207e1200e3d,38.70298512,-9.193248561,Portugal,Lisbon,MUR,LWAL,CDL,4,MIX(RES;COM),BP3,RSH1,RMN,,
eeef101e-19f4-4866-83db-e70dd068c7fb,38.70560076,-9.183512682,Portugal,Lisbon,MUR,LWAL,CDN,4,COM,BP2,RSH1,RMN,,
bc24a47f-c038-4929-b12c-7dad5d526fb2,38.70939372,-9.17584373,Portugal,Lisbon,MUR,LWAL,CDL,1,RES,BPD,RSH1,RMN,,
8532017c-f5f7-449c-aa55-4ac5cf6c9769,38.6987182,-9.2110552,,,,,,,,,,,,
f4aa7a71-d91a-4d58-a91b-5653e7c67473,38.69731556,-9.192824781,Portugal,Lisbon,MUR,LWAL,CDN,2,RES,BP1,RSH2,RMT1,,
97c5501d-8b5f-4776-b0d3-6c90dbd9ac6b,38.70285879,-9.193683407,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP2,RSH2,RMT1,,
b9ff5375-9614-45ff-b872-cbd26e957951,38.70537511,-9.181752518,Portugal,Lisbon,CR,LFINF,CDL,5,RES,BP1,RSH1,RMN,,
69e91b9d-3bcf-4208-8743-2c9bd4afd6ab,38.7114079,-9.1921631,Portugal,Lisbon,MUR,LWAL,CDN,1,RES,BP1,RSH2,RMT1,,
2fbc6402-cf27-4f97-beda-d6299a8248b0,38.70287057,-9.213245567,,,,,,,,,,,,
8405d5c8-ebd5-42c9-bdeb-ba1b7e42c7da,38.70379552,-9.190891222,Portugal,Lisbon,CR,LFINF,CDN,4,MIX(RES;COM),BP1,RSH1,RMN,,
4fa82f05-9ae4-443f-9043-c17dcb6b380d,38.70706805,-9.21230689,Portugal,Lisbon,MCF,LWAL,CDM,3,RES,BP2,RSH1,RMN,,
6de933ed-a429-46ca-abe5-9c27ff42c2a1,38.70580192,-9.183774415,Portugal,Lisbon,MUR,LWAL,CDL,4,RES,BP2,RSH1,RMN,,
7c8d4dbd-b57d-4959-a54e-1fb1b1837216,38.70040525,-9.190647707,Portugal,Lisbon,CR,LFINF,CDL,4,MIX(RES;COM),BP1,RSH2,RMT1,,
8972d5c0-1b8f-4916-be40-8df92cb60cc4,38.70208744,-9.217504108,,,,,,,,,,,,
e36b1efe-af13-4d30-9de1-3abec17d7867,38.7024238,-9.181818562,Portugal,Lisbon,MUR,LWAL,CDL,1,RES,BP1,RSH2,RMT1,,
9b3ba6dc-356f-418a-9707-9b2a55534e6e,38.71659323,-9.212598775,Portugal,Lisbon,MUR,LWAL,CDL,1,RES,BP1,RSH2,RMT1,,
1fcc095b-a22a-42eb-87c7-f059129b973e,38.69979096,-9.225902616,Portugal,Lisbon,MUR,LWAL,CDL,5,RES,BP1,RSH1,RMN,,
13a5ea5c-1509-4ffd-ac16-282cae1fd9c3,38.70062393,-9.189952781,Portugal,Lisbon,CR,LFM,CDL,5,RES,BP3,RSH1,RMN,,
f5538431-3192-4914-afef-8b2e0ad5074e,38.7076629,-9.1885011,,,,,,,,,,,,
8b2169bb-64f3-44c0-9e42-ce517102e495,38.70552582,-9.180300657,Portugal,Lisbon,MUR,LWAL,CDL,4,RES,BP1,RSH1,RMN,,
fdcd21ef-c50b-4767-af04-1d20d325d3b3,38.69774623,-9.196364424,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP2,RSH1,RMN,,
625e8ed6-fd1c-438c-a761-2a2f3589ead1,38.70580464,-9.188402264,Portugal,Lisbon,MUR,LWAL,CDL,4,RES,BP2,RSH1,RMN,,
51815cc8-2f73-4c59-ab86-c611c5d82600,38.70644763,-9.190427921,Portugal,Lisbon,MCF,LWAL,CDH,4,COM,BP1,RSH1,RMN,,
0516415c-7091-47d0-888d-9ea67dca92fd,38.69729401,-9.217101493,,,,,,,,,,,,
dc9d7359-823b-4401-9958-3589c8a13722,38.70202952,-9.201997769,Portugal,Lisbon,CR,LFM,CDM,4,MIX(RES;COM),BP3,RSH1,RMN,,
4f0d6310-ceff-4760-8973-d9405e3858e4,38.69623476,-9.216189792,,,,,,,,,,,,
f22f88dd-b55b-4c1d-8746-73f9f527bb1f,38.69998382,-9.226395851,Portugal,Lisbon,MUR,LWAL,CDL,5,RES,BP1,RSH2,RMT1,,
973a845c-f153-4832-82c1-9cbdafcfcceb,38.70799505,-9.20126035,,,,,,,,,,,,
2bfb7472-be4c-4aea-832f-dab0888c73fe,38.69814251,-9.208920297,Portugal,Lisbon,CR,LFM,CDL,4,COM,BP3,RSH2,RMT1,,
8815d0fd-e336-4e5d-9f0d-ad5ee83f7186,38.71178214,-9.205185112,Portugal,Lisbon,MUR,LWAL,CDL,1,RES,BPD,RSH2,RMT1,,
331c240a-386d-4606-b5e7-44e52ab9343f,38.69764461,-9.203008806,Portugal,Lisbon,MUR,LWAL,CDN,4,MIX(RES;COM),BP1,RSH1,RMN,,
50f6cea7-68b6-4116-a703-9aa3ae55b675,38.7167052,-9.188967969,,,,,,,,,,,,
9723b580-d609-4df5-b2fe-b8dc1e704117,38.71128087,-9.199140623,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP2,RSH2,RMT1,,
2100f8a0-ddbb-40f6-af65-7f95add178d6,38.70060087,-9.205594598,Portugal,Lisbon,MUR,LWAL,CDN,1,RES,BPD,RSH2,RMT1,,
ff8a77d8-a860-40e9-9a7b-acfc40380269,38.70317376,-9.190927805,Portugal,Lisbon,HYB(MCF;MUR),LFM,CDL,5,MIX(RES;COM),BP1,RSH1,RMN,,
a21ea391-b2b3-4304-be71-7bf032f456c0,38.70477325,-9.18726945,,,,,,,,,,,,
a552cf80-e1a2-4e8b-b886-ab1cbcbe6973,38.70088405,-9.210254779,,,,,,,,,,,,
e2d3e739-aa19-49b5-b989-6ed5fe2eb631,38.69998034,-9.188458713,,,,,,,,,,,,
9acbe433-b305-46b2-a3ac-4ea64d9d2a2b,38.708043,-9.206949031,,,,,,,,,,,,
de78b977-33cd-44da-945a-905bf28c7c44,38.71354994,-9.215731221,,,,,,,,,,,,
4272f97e-37e4-469d-ab08-a4a4f706b64e,38.71446913,-9.181295988,Portugal,Lisbon,MCF,LWAL,CDH,2,RES,BP1,RSH2,RMT1,,
191a5107-7969-44be-a1f8-1b91ed058998,38.69707422,-9.215445858,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP1,RSH2,RMT1,,
cec98db1-78ce-4221-b7ae-231ecf4bbaed,38.70481254,-9.199167841,Portugal,Lisbon,W,LWAL,CDN,1,RES,BP1,RSH1,RMN,,
99fa811e-6a25-4202-9d02-2e16d78e95cd,38.71060859,-9.192268564,Portugal,Lisbon,CR,LFM,CDM,06/jul,RES,BP1,RSH1,RMN,,
961dc9e2-1e75-4be0-88a7-df2891231f41,38.70766965,-9.20615435,Portugal,Lisbon,CR,LFINF,CDL,06/jul,MIX(RES;COM),BP1,RSH1,RMN,,
da7cf4ec-8e88-42df-b5fd-66b7a6c164cc,38.70659435,-9.20733085,Portugal,Lisbon,CR,LDUAL,CDH,08/set,RES,BP1,RSH1,RMN,,
928b32dd-cafc-45fd-a354-48b04c68be8f,38.69761418,-9.195930414,Portugal,Lisbon,MUR,LWAL,CDN,2,RES,BP2,RSH1,RMN,,
8ee32d79-86b4-4c1c-9bba-8bb71a1f32ad,38.69705041,-9.195905321,,,,,,,,,,,,
10772e4c-1f73-4c5e-81a7-14f9766bd0de,38.70314303,-9.183991469,Portugal,Lisbon,CR,LFM,CDM,5,RES,BP2,RSH1,RMN,,
57ffd170-4e68-4da5-8ca9-5685ce569804,38.6977735,-9.210798582,,,,,,,,,,,,
e387309e-400e-47e6-aaa0-54dd7f888bad,38.70452574,-9.214353624,,,,,,,,,,,,
25338741-5f2e-452a-8dd8-a5611b77d4fa,38.69951546,-9.214729672,,,,,,,,,,,,
2744555c-3403-4ff6-900f-d53252c6b97c,38.70548119,-9.178536637,Portugal,Lisbon,MUR,LWAL,CDL,4,RES,BP2,RSH1,RMN,,
4c91fc7f-844b-4712-96dc-7e6cac5eaeec,38.70580201,-9.180466449,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP2,RSH1,RMN,,
9da78d54-145b-4d8d-a055-59ee3a4cc866,38.70168223,-9.220415553,,,,,,,,,,,,
6c095b7e-3710-4081-a6f2-c0b6a80a2e35,38.69707689,-9.213930073,,,,,,,,,,,,
e16bb7ea-5bcf-4bc0-83dd-f0dfe996194a,38.69895532,-9.204486825,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP1,RSH1,RMN,,
b64628d0-49f8-486a-872e-12d869f5d534,38.71029146,-9.19956142,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP1,RSH2,RMT1,,
5eb3f081-618e-41c6-a0df-a06ec477f819,38.70831874,-9.189794159,,,,,,,,,,,,
10726672-7014-47da-abcf-990968175ec0,38.7026013,-9.187192586,,,,,,,,,,,,
dee1c644-aae9-443c-891b-dda0f23f2e44,38.70275717,-9.177818149,,,,,,,,,,,,
a2e5095e-af6d-4a7c-9f51-f02311f93473,38.69903475,-9.199351672,,,,,,,,,,,,
23ad815b-c033-40fa-ac5c-235d0948b5c8,38.69725183,-9.218909717,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BPD,RSH2,RMT1,,
f04461b8-28ec-4bfa-826d-d87c0cdb1352,38.69628965,-9.216909211,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BPD,RSH2,RMT1,,
a4d8dc20-7546-4291-b49d-f3ade08cf2f4,38.69666311,-9.196906757,,,,,,,,,,,,
5b68f8a6-c693-4517-94e1-69e0138ff4b7,38.69902272,-9.214689879,,,,,,,,,,,,
e30ceb3e-abdc-4099-ba33-317ed34e46b0,38.69893362,-9.220769181,Portugal,Lisbon,MUR,LWAL,CDL,4,RES,BP1,RSH1,RMN,,
99768ec2-2a03-44e3-8918-9f806e63d5a4,38.70078621,-9.191977501,Portugal,Lisbon,CR,LFM,CDL,4,RES,BP1,RSH1,RMN,,
13b935a0-d891-4abc-9916-203073ebd953,38.70811361,-9.189120438,,,,,,,,,,,,
4caed7c0-5002-4f8a-beaf-aa8ad98b614d,38.69781006,-9.217891399,Portugal,Lisbon,MUR,LWAL,CDN,2,RES,BP2,RSH1,RMN,,
3a9b757f-073d-49d7-9035-7cfeb6a811f1,38.7055073,-9.181069576,Portugal,Lisbon,MUR,LWAL,CDL,4,RES,BP1,RSH1,RMN,,
a3e88cf9-6f87-4560-a54e-08062907caf6,38.70812314,-9.175345492,Portugal,Lisbon,MUR,LWAL,CDN,2,RES,BP1,RSH2,RMT1,,
8befc4cf-1d6d-43a9-9742-764cc34281ef,38.69931902,-9.190994114,Portugal,Lisbon,MCF,LWAL,CDH,5,RES,BP2,RSH1,RMN,,
15007401-5b35-4895-b4ae-5d6dfb269eaf,38.70591636,-9.186766247,Portugal,Lisbon,MCF,LWAL,CDH,4,MIX(RES;COM),BP1,RSH1,RMN,,
0d47dbb6-82c9-45e6-baa8-805c3ab10a3b,38.70828475,-9.199492077,,,,,,,,,,,,
d890e8b4-0d5f-406b-9a1c-96f643f3a01b,38.71088387,-9.192968241,Portugal,Lisbon,CR,LFM,CDM,4,MIX(RES;COM),BP1,RSH1,RMN,,
4020651d-c7de-410d-8b75-562d7a18189c,38.71628837,-9.214014003,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP1,RSH1,RMN,,
26fb942e-7e0f-4de4-83db-12081402f747,38.70692599,-9.214140257,,,,,,,,,,,,
1b11b00e-cd0b-432c-8111-514a68ee5120,38.69813091,-9.199102164,,,,,,,,,,,,
71e11767-52e6-4883-9ac2-463f1dc5a91a,38.7034747,-9.1873383,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP1,RSH1,RMN,,
9e922144-3b8a-47ab-a505-2d176703f1cb,38.71168978,-9.201836963,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BPD,RSH1,RMN,,
5a5ef06f-ede7-41c4-82ba-f03ef39c5dd0,38.71226855,-9.187419987,,,,,,,,,,,,
aed1809e-7561-4f29-bfab-91642fa526df,38.71112066,-9.196804901,Portugal,Lisbon,CR,LDUAL,CDN,08/set,RES,BP2,RSH1,RMN,,
6a6c698c-d8bf-4fcc-972c-7be364ce3f0e,38.70967066,-9.175029549,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP2,RSH2,RMT1,,
dc3228b9-07a3-483c-924b-64d71522ec57,38.6992999,-9.181590885,Portugal,Lisbon,CR,LFM,CDN,1,COM,BPD,RSH2,RMT1,,
bd13c393-e80d-4e16-b742-0526bee7fcec,38.71545805,-9.21465185,Portugal,Lisbon,CR,LFM,CDL,1,COM,BP1,RSH2,RMT1,,
f7c4650d-bb64-4d4e-a3ef-cea3052368a1,38.70522135,-9.216083831,Portugal,Lisbon,MUR,LWAL,CDN,1,RES,BP2,RSH1,RMN,,
59660319-6fac-4882-a4a0-28611cab8b64,38.70428772,-9.213929962,,,,,,,,,,,,
3d6face0-0c28-4ae3-b41e-729210f01de4,38.69671969,-9.21672858,Portugal,Lisbon,MUR,LWAL,CDL,3,RES,BP1,RSH2,RMT1,,
763e3569-327d-4c4f-a301-9bc84914a5e0,38.69810691,-9.193119227,,,,,,,,,,,,
117b2fa5-3c69-4086-8953-e49c662c6ae4,38.693819,-9.21766345,,,,,,,,,,,,
ef47f075-98c1-4e46-855f-f1a6f0217be8,38.7033487,-9.19987265,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP2,RSH2,RMT1,,
01b07857-91ed-4cf3-943b-e23ce24c50ed,38.70803635,-9.176414766,Portugal,Lisbon,S,LFM,CDH,1,RES,BPD,RSH2,RMT1,,
2b7ecaac-a2e4-4a38-9016-59c5d6a92491,38.69870547,-9.219830611,,,,,,,,,,,,
bcd9e22c-9713-4016-8f76-23dbf78a9bc1,38.69883548,-9.204478538,,,,,,,,,,,,
4b33e113-4953-4186-8f25-8451ebe97869,38.70239226,-9.195510359,Portugal,Lisbon,MUR,LWAL,CDL,4,RES,BP1,RSH2,RMT1,,
5d46f3ea-52fa-468e-8374-ebd58dd5dbfa,38.70645672,-9.189013088,Portugal,Lisbon,CR,LFM,CDM,08/set,COM,BP1,RSH1,RMN,,
1b957cee-91e3-4482-ac28-bda39c312749,38.70217317,-9.183719735,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BPD,RSH1,RMN,,
3151359c-1efc-4cd5-aae6-73776da83600,38.70880121,-9.200269064,,,,,,,,,,,,
279d773e-081b-492b-b2da-0e0f28df1fd7,38.69839,-9.1936971,,,,,,,,,,,,
b7ec793b-103b-4c54-bb24-7c1ff8fcbe4f,38.70470861,-9.21050969,,,,,,,,,,,,
affc14f7-7248-473e-94a3-d06fc72e1ca0,38.70464429,-9.175469366,Portugal,Lisbon,CR,LDUAL,CDH,08/set,RES,BP1,RSH1,RMN,,
3f98b80e-8469-464f-bc39-38c057304619,38.70709552,-9.195595091,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BPD,RSH2,RMT1,,
8f51b6d2-8956-442f-8c79-e1d2220d1c38,38.7077993,-9.208787952,Portugal,Lisbon,CR,LFM,CDH,10/dez,MIX(RES;COM),BP2,RSH1,RMN,,
bdb93a40-0e40-4f28-b992-a7ec75d7d33a,38.69719167,-9.224660218,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP1,RSH2,RMT1,,
3f9daa5d-3712-4f71-accd-70c6f568c7ca,38.70008869,-9.212065967,,,,,,,,,,,,
87bf91a8-15ac-4b25-8eb5-9223908cc0c0,38.69406622,-9.222149088,,,,,,,,,,,,
cdb822ca-2490-4f87-b30d-723fafbd0aaa,38.71302873,-9.209431676,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BPD,RSH2,RMT1,,
f2995331-5358-455e-af99-19bfa3948e47,38.70287362,-9.196901302,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP1,RSH1,RMN,,
8571d887-2130-432a-9734-2ae55294861d,38.70389645,-9.204219821,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP1,RSH2,RMT1,,
cd24748e-2f84-4f09-918e-bf8374a391e3,38.70210108,-9.198190542,Portugal,Lisbon,MUR,LWAL,CDN,1,RES,BP2,RSH3,RMT1,,
46f1d470-a90d-4ca2-9f85-7dd1e418b459,38.70562289,-9.205752097,Portugal,Lisbon,CR,LFM,CDN,4,MIX(RES;COM),BP2,RSH1,RMN,,
3a61518f-68a9-45f4-8326-3ceb2bb13bf7,38.70185316,-9.203904385,Portugal,Lisbon,CR,LFM,CDM,5,RES,BP2,RSH1,RMN,,
9ad669a7-277c-40dd-a5bc-15b739882432,38.69398162,-9.218173143,Portugal,Lisbon,CR,LFINF,CDN,5,RES,BP1,RSH1,RMN,,
65a73bdd-1373-4010-808a-3e3de68d0bb4,38.699318,-9.191361258,Portugal,Lisbon,CR,LFM,CDL,5,RES,BP2,RSH1,RMN,,
bfeac9e8-2355-430d-aeda-925610e961e8,38.70635712,-9.174482678,Portugal,Lisbon,MUR,LWAL,CDL,4,COM,BP1,RSH1,RMN,,
7cafe93b-ed0c-4089-bcf9-ed1eb362b403,38.70039977,-9.179827572,,,,,,,,,,,,
b0acaa21-0e70-47bf-be1c-d149b604f974,38.70465755,-9.2029907,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP2,RSH2,RMT1,,
4b7f98f2-4507-4228-878f-b0a50ee4e198,38.70776216,-9.210170906,Portugal,Lisbon,MUR,LWAL,CDN,5,RES,BP2,RSH1,RMN,,
ea0d33dd-1555-4b88-ad21-5dc518e90063,38.7091802,-9.193160879,Portugal,Lisbon,CR,LFM,CDN,3,COM,BP2,RSH1,RMN,,
95b1d0dd-6bf9-476b-9cf3-b81fa8a5d1b2,38.69959336,-9.219990221,Portugal,Lisbon,MUR,LWAL,CDN,1,RES,BPD,RSH2,RMT1,,
dad12b00-c933-492d-ae6c-f504a9e8363a,38.7040599,-9.2051505,,,,,,,,,,,,
a6efd33a-911a-4ca5-8f4d-a843807a2e67,38.71755037,-9.211980571,,,,,,,,,,,,
33adb491-5eb2-49a7-ba82-9e7b34895c5b,38.7161117,-9.185828038,,,,,,,,,,,,
043b1c44-795f-4a3f-8c0b-71807908e342,38.71371706,-9.206837829,Portugal,Lisbon,MUR,LWAL,CDL,1,RES,BP2,RSH2,RMT1,,
e6151aae-f396-4813-9c38-2dae2dddfec5,38.71054473,-9.197602367,Portugal,Lisbon,S,LFM,CDH,5,RES,BP1,RSH1,RMN,,
8bc6978a-9a3f-44e1-88c9-21c30f4f484b,38.7063238,-9.19939885,,,,,,,,,,,,
996784ec-1fbf-4f31-a245-2fb8f1078128,38.69506427,-9.203423315,Portugal,Lisbon,MCF,LWAL,CDH,1,IND,BPD,RSH1,RMN,,
a3719fcf-54fa-40d9-93e3-b2a1644904ee,38.69947758,-9.223193309,Portugal,Lisbon,MUR,LWAL,CDL,2,RES,BP2,RSH2,RMT1,,
