id,latitude,longitude,country,city,material,llrs,code_level,n_stories,occupancy,block_position,epoch_construction,roof_shape,roof_material,image_quality,taxonomy,image filename or link
1,10.99801513,-74.8074948,Colombia,Perímetro Urbano Barranquilla,MUR,LFINF,CDM,2,COM,BP2,,RSH1,RMN,,MUR/LFINF+CDM/H:2/COM/BP2/RSH1+RMN,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=10.99801513,-74.8074948&heading=204.11970249991577&pitch=5&fov=120"
2,10.91720225,-74.79548172,Colombia,Soledad,MUR,LFINF,CDN,2,COM,BP2,,RSH1,RMN,,MUR/LFINF+CDN/H:2/COM/BP2/RSH1+RMN,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=10.91720225,-74.79548172&heading=359.550339049969&pitch=5&fov=120"
3,10.91700694,-74.79665105,Colombia,Soledad,MUR,LFINF,CDN,2,MIX(RES;COM),BP2,,RSH1,RMT6,,MUR/LFINF+CDN/H:2/MIX(RES;COM)/BP2/RSH1+RMT6,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=10.91700694,-74.79665105&heading=180.47719205797654&pitch=5&fov=120"
4,10.9152632,-74.79735234,Colombia,Soledad,MUR,LFINF,CDN,1,IND,BP2,,RSH1,RMN,,MUR/LFINF+CDN/H:1/IND/BP2/RSH1+RMN,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=10.9152632,-74.79735234&heading=269.39197482196005&pitch=5&fov=120"
6,11.24332687,-74.2078904,Colombia,Santa Marta,MUR,LFINF,CDN,2,RES,BP2,,RSH1,RMN,,MUR/LFINF+CDN/H:2/RES/BP2/RSH1+RMN,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=11.24332687,-74.2078904&heading=9.487725964710421&pitch=5&fov=120"
