id,country,latitude,longitude
1,Colombia,10.99801513,-74.8074948
2,Colombia,10.91720225,-74.79548172
3,Colombia,10.91700694,-74.79665105
4,Colombia,10.9152632,-74.79735234
5,Colombia,10.41429423,-75.51623455
6,Colombia,11.24332687,-74.2078904
