id,longitude,latitude
705092521_1607_0.jpg,-9.1434421,38.7469466
705097780_1647_0.jpg,-9.1364857,38.7527848
857944512_1931_1.jpg,-9.1425324,38.7514524
857946269_1949_2.jpg,-9.1417773,38.7516999
